105121481662541824	negative
104319460143415296	negative
103641916586999808	neutral
100544750414864384	neutral
102220476499243008	neutral
101769300683141120	neutral
100395522971545601	neutral
103277622636716032	positive
106222697310208000	positive
104653618153668609	positive
102976668825698305	positive
105076027692302336	positive
103748679004987392	positive
103535459300413440	positive
100018263337078785	positive
107551816442585088	positive
107641819298406400	positive
103610752316870656	positive
107355493328101376	positive
263484862076420097	neutral
263160058911789056	neutral
264029423173521408	neutral
263150115269779456	neutral
263340308211851264	positive
264106557392973824	positive
263048213001535488	positive
263150010542202880	positive
263069843765469184	positive
264082200927031297	positive
105709609825746945	negative
102554002209783809	negative
100047175236583424	neutral
100000950005145600	neutral
104742390924972033	neutral
100756040320159744	neutral
100726593525268481	neutral
106260169549283328	positive
102948594402856961	positive
101076499108597760	positive
101134998102487040	positive
102525039630483456	positive
102115800701337600	positive
106146612077793281	positive
104320830338641920	positive
102419013056999424	positive
262572871996542976	neutral
262488876524920832	neutral
263890098721026048	neutral
263450462806765568	neutral
263092466788487168	neutral
263841569164128256	positive
262389438074728448	positive
261387578010370049	positive
262064776883085312	positive
262851655312228352	positive
264250857401503744	neutral
264244081046200322	neutral
264254250736046081	neutral
264074811251253249	neutral
264206129767276544	neutral
264228902195589120	neutral
264258285136408577	neutral
264228911230111744	neutral
264217895452672000	neutral
264232597973000192	neutral
262084640368623617	negative
262985621721739264	neutral
257178447825227776	neutral
255379961223974912	neutral
253047415844782080	neutral
262981809053265920	neutral
258221308767256577	neutral
258963620975759360	neutral
264173733625884674	neutral
259133354803339265	positive
264124890725109760	negative
264185956305883136	negative
264094586689953794	negative
263890010942623744	negative
264131501376040961	neutral
264159409800871936	neutral
263893912748425216	neutral
264153529374097408	neutral
264093407897583616	neutral
263712379831992320	negative
263875295503863810	neutral
264075826377674752	neutral
263836398925271042	neutral
264164023858262016	neutral
263727703193186304	neutral
264124093958340609	neutral
263749640095145985	positive
264230608195186689	positive
264230311376863232	positive
223577094762921984	neutral
257979710800273408	neutral
258275049075769344	neutral
205784097694556160	neutral
230787492394201088	neutral
255782672662671360	neutral
227552643818598400	neutral
222479870125539329	neutral
259651417738981376	neutral
223819688239562752	positive
248438899649699840	negative
255259343589609472	negative
248713116181991424	negative
248788478475792384	negative
249178391981473792	negative
248915569829613568	neutral
253560294452895744	neutral
258983566808076288	positive
263677355229315075	positive
257276155084804097	positive
261901260087762945	neutral
261338179976695808	neutral
263438636350054403	neutral
263283844860493825	neutral
262384414623936512	neutral
263235196516700160	neutral
263917696557670400	neutral
262283155715801088	positive
261557284549824512	positive
261864089171685376	positive
250396367221055488	neutral
243913432015982592	neutral
253306921002606592	neutral
257710438786150401	neutral
253417870481047552	neutral
239603408317870080	neutral
254246440627486723	neutral
261256251416117249	positive
254267206832111616	positive
251034866781671425	positive
255833579299414016	negative
255774409573412864	negative
261587085977337856	neutral
255758962312486912	neutral
255983114126520320	neutral
256605494481936386	neutral
256237809147445248	neutral
255429956765638657	neutral
255732290246815744	positive
258380233827303424	positive
231779680938766336	neutral
220700712261259265	neutral
223116295250526209	neutral
226861663951937536	neutral
251796938016575488	positive
260485400345325571	positive
247522166663417858	positive
221050208165957633	positive
254863769396715520	positive
232642085491187712	positive
262628723663192065	negative
263295190767370240	negative
263589560934625280	neutral
263574574950670336	neutral
263525256411639808	neutral
263144921228263424	neutral
263825437728325632	positive
262773238592053248	positive
264233217870155777	positive
263742390882430976	positive
263304497374322688	negative
252113617854545920	neutral
253037392292876288	neutral
253717454252027904	neutral
256465357336895488	neutral
263876241046773760	neutral
252727217841397760	positive
260961069923721216	positive
253065607736590336	positive
249307712268148736	positive
216442580437700609	negative
245211658002259969	neutral
249820498089873408	neutral
247862992224530432	neutral
246458814767980544	neutral
253545040448720896	neutral
245207337768460288	neutral
246632687710904321	neutral
222971666609872896	positive
245245023883513857	positive
262806392929415169	neutral
262344808381693952	neutral
263326353594662913	neutral
261697954472161280	neutral
263326357633777664	neutral
261693801532379136	neutral
261697956787400704	neutral
262520401773592576	neutral
262806394321903616	neutral
261944802126483456	positive
109001059682369536	negative
109016744177319937	negative
109001185259819008	negative
109002622928822273	negative
106071742820265984	negative
109002873697878016	negative
109001223956463616	negative
100668742882705409	neutral
108577537071910912	neutral
109000977264295936	neutral
109002088780005376	neutral
109002569942175744	neutral
109000697319657472	neutral
101028289136697344	neutral
109001043232305152	neutral
101029173702819842	neutral
100880109921239040	positive
104032618705715200	positive
108155250438967296	neutral
101483692534411264	neutral
108126574271926274	neutral
108156619417845760	neutral
102419708455821314	neutral
108262556258402304	neutral
108200013364084736	neutral
101755634101403649	neutral
106963409085542401	positive
108216025929089024	positive
102191503388053505	positive
108612731321593856	positive
108200058473811968	positive
106782817962311680	positive
107945681955717120	positive
107960153126617088	positive
104530908408840193	negative
104470398724349952	negative
103913765325651968	negative
104246220180041729	negative
101934779318018048	neutral
104259213622120451	neutral
101934137597902848	neutral
104986035703914496	neutral
101935066871103488	neutral
104486912525467648	neutral
104713384305500160	neutral
103957750249291776	positive
105015215661391872	positive
104141083889508353	positive
105000195091202048	positive
104487009413890048	positive
105044210943655936	positive
