264238274963451904	positive
218775148495515649	positive
258965201766998017	neutral
262926411352903682	negative
171874368908050432	neutral
256010056942903296	positive
253809989599232000	neutral
261776619146985472	positive
264143999374356481	positive
223052929131757571	neutral
264088575476391936	positive
264030422244147200	neutral
263720820428394496	negative
258639996037259264	positive
250981027969896448	negative
195554987919679488	positive
264225147542716416	negative
260536025800142848	positive
192349690921103360	positive
263473556753620993	positive
263182075434254336	positive
262434763493748736	neutral
256514267149385729	positive
263733718085140481	positive
241403423130525699	neutral
263690432473624578	positive
260072342905049088	positive
259780914509389824	negative
264208681338560513	positive
263858456455421954	positive
202969121271459840	neutral
177924741301149696	negative
263307152398090240	positive
264163993814450177	negative
263509025059127296	neutral
242710540542164992	neutral
262850595428380672	neutral
246289024552148992	negative
247476146642485249	positive
259632575511941120	neutral
261351584410247168	positive
254613174219857920	negative
243074408409882624	neutral
264217623716306944	negative
259492614355693568	negative
263485976356220928	neutral
264048609081839616	neutral
245953055655329793	neutral
250422016203702273	negative
254429009956442112	negative
258973983444201473	neutral
199458824422309889	negative
263606229534912512	positive
248596588128256000	neutral
260938512579309568	positive
242693222088994816	positive
264061951431294977	negative
263755553505951744	positive
206234768495493121	neutral
263106118883086339	neutral
233676168828698624	positive
264167170261516288	positive
260806244938440704	neutral
257409607423647744	positive
197048860416290818	positive
259278100196638720	positive
248965691384942593	positive
263737807867088896	negative
261166794998427649	positive
263432435772051456	positive
259373916156481536	neutral
249844367097995265	positive
260941359580598273	neutral
249900139236446208	neutral
263828483086626816	positive
263266713754279936	positive
254427164844367872	positive
181145721716736000	negative
244853909334663170	neutral
257721212527071233	negative
255780352755376128	negative
262781258206171136	neutral
263797952651350019	positive
242792442573766657	positive
241208302044860416	neutral
241098015845273601	positive
257776970018992128	neutral
264001674694246400	neutral
243639632535896064	neutral
199739480750555136	positive
254686292045086721	positive
233490936322215936	positive
253157284925038592	positive
178180524848844800	neutral
263913414525583361	positive
258043746262851584	neutral
263527684984958977	positive
263138815051444224	positive
242957726781698048	positive
262901069527543808	neutral
262289694736392192	positive
237439402882772993	positive
249101960328921088	neutral
193846470473039872	positive
264136021917188096	negative
263851061746479104	positive
230361473849884672	positive
174003654238547968	positive
259122713858301952	negative
189276966338297858	neutral
250887102923939840	neutral
244107469427720194	negative
263995618421268480	positive
263335900258394112	positive
264042649537880064	neutral
232299010902339584	positive
245564705492582400	neutral
262476631111778304	negative
263306537064357890	neutral
249211780314836993	neutral
252830246779383810	negative
217408254978961410	neutral
261265759114768385	neutral
263019968805892096	positive
207909520071073792	positive
193607051891589120	negative
264017969498169346	neutral
263310080823418881	positive
225470168380342272	negative
212621727006601218	positive
246102730400227328	negative
242389647173500930	neutral
169609494815457283	positive
247712189635497985	positive
263984767731630080	neutral
263876102865440768	positive
262264773650022401	positive
258635165528641536	neutral
264094468754518018	positive
262857486720172032	neutral
188790674433376256	positive
218535418738655233	neutral
252057183657803776	neutral
264196470830399488	neutral
235712138583363584	negative
259129265570869248	positive
246398692679114752	positive
263310009566392320	neutral
222970687118258176	neutral
240831218864771072	neutral
235172134593384448	neutral
264213386592669696	neutral
264169764979609600	negative
240326771948548096	neutral
245927681672224768	neutral
264236295172272128	neutral
261969426889457664	positive
263367450744201216	positive
263307551360303105	neutral
248723502784475136	neutral
225234645099347968	neutral
264217924728930304	positive
263503249758375936	positive
207447080585789440	positive
252576881981943808	positive
263817104761946112	positive
261639278772232192	positive
261994984952188928	neutral
264086250925998081	neutral
245621999517437953	neutral
257589573465550848	neutral
215329129938173953	positive
194521795464933377	neutral
258814894361702400	positive
174789394203549697	neutral
174370947405586434	neutral
264036919011319808	positive
259095865652817920	positive
263506599451168768	positive
264174123234783232	positive
260976746462072832	positive
260798039936077825	neutral
165009461449207809	positive
263509017639415808	negative
259265454743363584	neutral
255525306159468544	positive
259838363887099905	positive
263682806264258560	positive
260965829510840320	positive
249064529374371840	positive
255251156878643201	neutral
261454444019974145	neutral
256726415284768768	negative
262070783411638272	neutral
258526698956529664	positive
225033272181276672	positive
259742833810997248	positive
239306698903396352	neutral
235112576101515265	neutral
262836186203172864	neutral
247736704281223168	positive
264132415843356672	neutral
262922727915147264	positive
263556796004855808	positive
259498159619850240	neutral
252075560682012672	neutral
254600364496650241	neutral
259415061678927873	neutral
246365394531647488	neutral
264175386143907840	neutral
197328259137015808	positive
173976882000314368	positive
256492927407239168	positive
263897121302929408	positive
263042546471673856	negative
261109626999799808	neutral
197495345100505090	neutral
263072011083984897	positive
255869591077654528	neutral
261328176846888960	negative
264180389126483968	positive
263731830044360705	neutral
263994754017157120	negative
264234731720290304	positive
225194268011134976	positive
261256927294652419	neutral
259588283443580929	neutral
263949864658952192	neutral
238778736693108736	neutral
263615384811352065	positive
263512200185012225	neutral
242487730704113664	neutral
263053946766123010	positive
264016782434656256	neutral
218585706484871169	positive
262620485949480961	positive
264248465440272384	negative
249317265630175232	negative
252943098915717121	negative
261722502634557440	neutral
262419760745152512	positive
263779094691446784	positive
262343145843466240	positive
264157509349154816	neutral
242541943920402432	neutral
263720309658624000	neutral
257816075679453184	negative
178110692853952512	positive
263520299943874560	positive
263684648192835584	negative
261282886097989632	negative
248828540554985472	neutral
261550808527675394	neutral
262466822455058432	positive
259438015712202752	neutral
254041683078045697	positive
262875597162823680	positive
249303363764764672	positive
258624026136698880	neutral
263692385974902785	positive
251692344984875008	positive
263420162940755968	positive
264052136671842306	positive
264242277285777409	positive
182716855247568897	neutral
260599504535961601	positive
258737462556372992	neutral
197068208644161539	negative
263339757508124672	positive
263310194283515905	positive
262726878052380672	negative
261399067026923520	neutral
264062824282746880	neutral
255484381811077120	positive
262298455270113280	positive
264151223475769345	neutral
264136485320663041	negative
261862110068350976	positive
262635748837167104	neutral
264090993555562496	negative
255925060609658881	positive
263133446430404608	neutral
263897329361367040	positive
264101441420029952	positive
178425868341870592	positive
211023490168524800	positive
255615261707755522	negative
259790021333241856	positive
180084661039546368	neutral
258694190932836352	negative
258446299253329922	neutral
260815921596223488	negative
231238067116183555	neutral
264085618638868480	positive
260797939281190912	positive
225306407497502720	neutral
264236079639584770	positive
238160932109447168	negative
232873878328852481	positive
264166359716483073	neutral
241925676612067328	positive
264150820281532417	neutral
250436502985781248	positive
264133052240891905	neutral
264136260929601536	neutral
259708754587709440	neutral
253323358047989760	negative
246282909814751232	neutral
243057337789710336	neutral
262922845284360192	positive
246221773371236352	neutral
264157472518979584	positive
241233461560635392	neutral
239035929040412673	positive
262011184348270592	neutral
249174155902201856	positive
261571276685049856	neutral
263932238683586560	positive
259864882743214080	neutral
212895768242159617	positive
264180884763209729	positive
256527282934534144	neutral
238479397873655808	positive
256215997646790656	positive
243820005131710465	neutral
186767370432421888	positive
186739473525116928	positive
192445297014747136	positive
264026656547684352	negative
260805278885367809	negative
233671971303464960	positive
213748319053283329	positive
264185288534925312	neutral
259840492613824513	neutral
207273052944334848	neutral
262427324065120256	positive
258940563229925376	negative
262556973399175169	neutral
234011176672038912	neutral
263476459312648192	positive
264264907137097728	positive
264110569869688832	neutral
171385775416553472	positive
263189281982541824	positive
264142187648929794	neutral
259085652954578944	neutral
254418672825810944	negative
245283518727458816	positive
263483447660666880	negative
256063741723017216	neutral
264089688468500480	positive
264178640709906433	neutral
198453438567288833	neutral
263833340308774913	neutral
263943235456626688	positive
264112069329166337	positive
